authors,title,series,genres,availability,publication_date,editor,pages,isbn,summary,cover_path
"Koltès, Bernard-Marie",Quai ouest,,Théâtre,,13/09/2011,Minuit,127,9782707330765,"Un homme voudrait mourir. Il prévoit de se jeter dans le fleuve, dans un endroit désert, et, parce qu’il craint de flotter, il dit : « Je mettrai deux lourdes pierres dans les poches de ma veste ; ainsi, mon corps collera au fond comme un pneu dégonflé de camion, personne n’y verra rien. » Il se fait conduire (dans sa Jaguar, qu’il ne sait pas conduire lui-même), sur l’autre rive du fleuve, dans un quartier abandonné, près d’un hangar abandonné, dans une nuit plus noire qu’une nuit ordinaire, et il dit à celle qui l’a conduit : « Voilà, c’est ici, vous pouvez rentrer chez vous. » Il traverse le hangar, avance sur la jetée, met deux pierres dans les poches de sa veste, se jette à l’eau en disant : « Et voil࠻ ; et, avec de l’eau sale et des coquillages plein la bouche, il disparaît au fond du fleuve comme le pneu dégonflé d’un camion. Quelqu’un, qu’il ne connaît pas, plonge derrière lui et le repêche. Trempé, grelottant, il se fâche et dit : « Qui vous a autorisé à me repêcher ? » Puis, en regardant autour de lui, il se met à avoir peur : « Qu’est-ce que vous me voulez ? » En voulant repartir, il s’aperçoit que sa voiture est toujours là, qu’on a mis le moteur hors d’usage, qu’on a crevé les pneus. Il dit : « Qu’est-ce que vous me voulez, exactement ? » Quai ouest est paru en 1985. Le texte est suivi de Un hangar, à l'ouest (notes).",/MyLibrary/Images/Books/125.png
"Kundera, Milan",L'Insoutenable ​légèreté de l'être,,Philosophie,,1984,Folio,480,9782070381654,"""Qu'est-il ​resté des agonisants du Cambodge ? Une grande photo de la star américaine tenant dans ses bras un enfant jaune. Qu'est-il resté de Tomas ? Une inscription : Il voulait le Royaume de Dieu sur la terre. Qu'est-il resté de Beethoven ? Un homme morose à l'invraisemblable crinière, qui prononce d'une voix sombre : ""Es muss sein ! "" Qu'est-il resté de Franz ? Une inscription : Après un long égarement, le retour. Et ainsi de suite, et ainsi de suite. Avant d'être oubliés, nous serons changés en kitsch. Le kitsch, c'est la station de correspondance entre l'être et l'oubli.""
−−−−−−
Plus que les autres romans de Kundera, celui-ci est un roman d'amour. Tereza est jalouse. Sa jalousie, domptée le jour, se réveille la nuit, déguisée en rêves qui sont en fait des poèmes sur la mort. Sur son long chemin, la jeune femme est accompagnée oar son mari, Tomas, mi don-Juan, mi-Tristan, déchiré entre son amour pour elle et ses tentations libertines insurmontables.
Le destin de Sabina, une des maîtresses de Tomas, étend le tissus du roman au monde entier. Intelligente, asentimentale, elle quitte Franz, son grand amour genevois, et court après sa liberté, d'Europe en Amérique, pour ne trouver, à la fin que « l'insoutenable légèreté de l'être ».
En effet,quelle qualité − de la gravité ou de la légèreté − correspond le mieux à la condition humaine ? Et où s'arrête le sérieux pour ceder la place au frivole, et réciproquement ? Avec son art du paradoxe, Kundera pose ces questions à travers un texte composé à partir de quelques données simples mais qui s'enrichissent constamment de nouvelles nuances, dans un jeu de variations où s'unissent récit, rêve et réflexion, prose et poésie, histoire récente et ancienne. Jamais, peut-être, chez Kundera, la gravité et la désinvolture n'ont été unies comme dans ce texte. La mort ici, a un visage double : celui d'une douce tristesse onirique et celui d'une cruelle farce noire.
Car ce roman est aussi une méditation sur la mort :celle des individus mais, en outre, celle, possible, de notre vieille Europe.",/MyLibrary/Images/Books/127.png
"Kundera, Milan",Risibles amours,,Nouvelle,,02/05/1986,Folio,334,9782070377022,"« Suppose que tu rencontres un fou qui affirme qu'il est un poisson et que nous sommes tous des poissons. Vas-tu te disputer avec lui ? Vas-tu te déshabiller devant lui pour lui montrer que tu n'as pas de nageoires ? Vas-tu lui dire en face ce que tu penses ?»
Son frère se taisait, et Edouard poursuivit : « Si tu ne lui disais que la vérité, que ce que tu penses vraiment de lui, ça voudrait dire que tu consens à avoir une discussion sérieuse avec un fou et que tu es toi-même fou.
C'est exactement la même chose avec le monde qui nous entoure. Si tu t'obstinais à lui dire la vérité en face, ça voudrait dire que tu le prends au sérieux. Et prendre au sérieux quelque chose d'aussi peu sérieux, c'est perdre soimême tout son sérieux. Moi, je dois mentir pour ne pas prendre au sérieux des fous et ne
pas devenir moi-même fou. »",/MyLibrary/Images/Books/126.png
"Kushner, Tony",Angels in America: Parts One & Two,,Théâtre,,12/04/2007,Nick Hern Books,320,9781854599827,,/MyLibrary/Images/Books/128.png
"Kwahulé, Koffi",Nema,,Théâtre,,13/05/2011,THEATRALES,80,9782842604462,"Perversion, harcèlement, domination.
Aucun milieu social n'échappe à la violence faite aux femmes. Dans cette pièce, une relation mortifère règne au sein de deux couples et les attache jusqu'à la tragédie finale.
Koffi Kwahulé écrit avec Nema un mythe d'aujourd'hui servi par une langue puissante, inspirée du profond et saisissant troisième
mouvement de la Symphonie n°3 de Górecki, Lento, cantabile semplice, qui étreint l'äme et la chair. Son théâtre, engagé, est conçu comme un moyen de dire le monde et de mettre au jour
nos zones d'ombre. Saisissant.
Ce dramaturge phare de la littérature et de la scène contemporaines offre une fois encore aux actrices et aux acteurs de sublimes partitions.",/MyLibrary/Images/Books/129.png
"Laclos, Choderlos de; Malraux, André",Les Liaisons dangereuses,,Roman,,01/12/2006,Folio,512,9782070338962,"J'espère qu'on me comptera pour quelque chose l'aventure de la petite Volanges, dont vous paraissez faire si peu de cas : comme si ce n'était rien, que d'enlever, en une soirée, une jeune fille à son Amant aimé, d'en user ensuite tant qu'on le veut et absolument comme de son bien, et sans plus d'embarras; d'en obtenir ce qu'on n'ose pas même exiger de toutes les filles dont c'est le métier; et cela, sans la déranger en rien de son tendre amour... En sorte qu'après ma fantaisie passée, je la remettrai ente les bras de son Amant, pour ainsi dire, sans quelle se soit aperçue de rien.",/MyLibrary/Images/Books/130.png
"Lagarce, Jean-Luc","Nous, les héros",,Théâtre,,02/12/2005,SOLITAIRES INT,96,9782846811248,"Après la représentation, on chante une fois encore, on joue de petits sketches idiots qui nous firent toujours rire - ceux-là qu'on préfère et que nous gardons pour nous - on danse un vieux numéro que nous avions appris pour une ancienne revue de pacotille, on se souvient du temps de notre gloire passée au Kristall-Palast de Leipzig. On ricane, on imite, on hurle de rire et parfois, aussi, nous nous laissons aller à la nostalgie.

Demain, nous fuirons, mais, ce soir encore, nous faisons semblant puisque nous ne savons rien faire d'autre.",/MyLibrary/Images/Books/131.png
"Laing, R. D.; Laing, Ronald David",Knots,,"Poésie, Théâtre, Psychologie",,1970,Penguin Books,90,9780415198240,"A series of dialogue-scenarios, which can be read as poems or plays, describing the ""knots"" and impasses in various kinds of human relationships.",/MyLibrary/Images/Books/18.png
"Lefebvre, Cyril",La Méthode Ukulélé,,,,18/03/2009,Editions J.J. Rebillard,80,3760165960515,,/MyLibrary/Images/Books/304.png
"Léger, Nathalie",La robe blanche,,Roman,,23/08/2018,POL Editeur,144,9782818045909,"Elle voulait porter la paix dans les pays qui avaient connu la guerre. Elle pensait, disait-elle, faire régner l'harmonie par sa seule présence en robe de mariée. Ce n'est pas la grâce ou la bêtise de son intention qui m'a intéressée, c'est qu'elle ait voulu, par son geste, réparer quelque chose de démesuré et qu'elle n'y soit pas arrivée. Une robe blanche suffit-elle à racheter les souffrances du monde? Sans doute pas plus que les mots ne peuvent rendre justice à une
mère en larmes.",/MyLibrary/Images/Books/214.png
"Lévy, Edmond",La Grèce au Ve siècle. De Clisthène à Socrate,,,,25/07/2014,Éditions Points,373,9782020131285,,/MyLibrary/Images/Books/300.png
"Lodge, David",Small World: An Academic Romance,Campus Trilogy (tome 2),Roman,,28/03/1985,Penguin Books,338,9780140072655,"Philip Swallow, Morris Zapp, Persse McGarrigle and the lovely Angelica are the jet-propelled academics who are on the move, in the air and on the make in David Lodge’s satirical Small World. It is a world of glamorous travel and high excitement, where stuffy lecture rooms are swapped for lush corners of the globe, and romance is in the air.",/MyLibrary/Images/Books/132.png
"Mahy, Christophe",L'opéra fabuleux,,Poésie,,2004,,43,287406310X,"LOPÉRA FABULEUX est un recueil de trente-sept poèmes qui évoquent certains aspects de la vie et de l'oeuvre d'Arthur Rimbaud. A travers ces textes brefs, on suivra, sobrement mise en scène, l'ombre de l'enfant terrible de Charlestown dans ses
pérégrinations.",/MyLibrary/Images/Books/19.png
"Maister, David H.",Managing The Professional Service Firm,,"Essai, Management",,06/01/2003,Simon & Schuster,400,9780743231565,"International expert and consultant David Maister offers a brilliant and accessible guide to every management issue at play in professional firms.

Professional firms differ from other business enterprises in two distinct ways: first, they provide highly customized services and thus cannot apply many of the management principles developed for product-based industries. Second, professional services are highly personalized, involving the skills of individuals. Such firms must therefore compete not only for clients but also for talented professionals.

Drawing on more than ten years of research and consulting to these unique and creative companies, David Maister explores issues ranging from marketing and business development to multinational strategies, human resources policies to profit improvement, strategic planning to effective leadership. While these issues can be complex, Maister simplifies them by recognizing that “every professional service firm in the world, regardless of size, specific profession, or country of operation, has the same mission statement: outstanding service to clients, satisfying careers for its people, and financial success for its owners.”",/MyLibrary/Images/Books/226.png
"Makki, Laura El",Combien de lunes,,"Roman, Fantastique",,05/09/2024,Pocket,176,9782266343466,"Un matin comme un autre, le soleil ne se lève pas.
Les bêtes disparaissent. Les voitures et les téléphones cessent de fonctionner. Et c'est tout un village - le monde, peut-être - qui est plongé dans
le noir.
La jeune Anna, qui vient de connaitre I'amour, Ethel, qui a perdu depuis longtemps le fil de sa vie, Josselin, qu'un accident a rendu monstrueux et hostile, et le petit Gautier, à l'imagination admirable, cherchent à vivre dans cette nuit souveraine. Une
femme étrange et marginale est soupçonnée d'avoir jeté un sort au ciel et devient l'objet de toutes les obsessions.
Colossale, éblouissante, la lune seule les éclaire tous. Et si, loin d'être la fin d'un monde, cette nuit
était le début d'un autre ?

""Puissant."" Serge Joncour

""Une atmosphère irréelle nimbe ce superbe roman, un conte qui
explore la solitude des êtres et la façon dont la peur les trans-
forme."" Le Nouvel Obs

""Plus qu'un simple récit, un mystère, un poème, mais aussi une mise en garde... Tout simplement bouleversant."" Librairie Dédicaces (Rueil-Malmaison)

""Le genre de roman où le mystère plane même au-delà de la lecture."" Librairie Coiffard (Nantes)",/MyLibrary/Images/Books/30.png
"Manrique, Claudine",Skell: Les Chasses de Ravenous,Les Chasses de Ravenous (tome 1),Fantasy,,15/11/2021,Editions Onyx,298,9782491351168,"Skell Annh en a plus qu'assez.

Après six ans à étudier la magie et les lois pour devenir Maitre Ezelkian, elle décide de raccrocher le manteau. Enfin... jusqu'à ce qu'elle se retrouve
coincée dans le bureau de lae Directeur-ice avec un Maitre Ezelkian banni de leur communauté.
Le Salon des Ezelkians tremble encore de l'époque où Baltimore Faillaise était un des leurs. Implacable et insupportable, il n'a eu de cesse de semer le chaos pour les intérêts d'autrui. Et le voilà de retour.
Lae Directeur-ice voit d'un très bon oeil le hasard qui réunit ces deux-là dans son bureau. Quand iel remet l'apprentie Ezelkian entre les mains de cet ex-retraité, Skell n'a aucune idée de ce qui l'attend.

Des meurtres sanglants, une affaire d'héritage, des corps sans tête qui sèment la panique. Maitre Baltimore Faillaise ne va pas laisser une seconde à Skell pour souffler ou s'interroger sur ses choix de vie. Le temps presse.

Premier arrêt: la foire d'Omniville (et son tueur en série) !",/MyLibrary/Images/Books/43.png
